missing-any: 3500  (words: 0 , sentences: 3500 )
② 섬들을 텐데 주말에는 폭 쉬세요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 학생등이 있어야 도서관에 들어갈 수 있어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
② 과장님께서 이런 씨에게 재고를 정리하게 했어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다음을 는다'로 바꿔 쓰세요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
저는 재작년에 우즈베키스탄에서 한국에 있습니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
실크로드의 1① 나든) ( 왔다 ) (내)( 사마르칼트이다 역사를 간직하고 있어서 유명합니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
( 유명하다 ) 도시이다) 도시 곳곳에는 옛날 건축물이 많습니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
건조한 날씨 (많다 ( 있다) 때문에 언덕에 나무는 많지 않습니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
많지 않다 ( 먹는다) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
冰[1~2] 다음의 내용콰 같은 것을 고르세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
이 학교에는 방과 후 영어 교실이 있다 0 대학교에서 컴퓨터를 전공한 사람은 지원할 수 있다 3 지원자는 합격 후에 자격증을 제출하면 된다 0 지원 서류를 내기 위해서 반드시 학교에 가야 한다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
주소 00시 00동 빌2 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
근쳐에 지하철역, 편의점, 마트 있음 전망이 좋고 햇빛이 잘 들어옴 -냉난방 시설, 냉장고, 싱크대, 인터넷 와이파이 있음 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
원룸 보증금 500. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
집에서 지하철역이 가깝지 않다 오 집에서 보는 경치가 좋다 8 이사 올 사람은 냉장고를 사야 한다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
) 안에 알맞은 것을 고르세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그리고 일시적인게 가: 지금 제가 막 산책하러 ( 아니라면 상담을 좀 받아 보는 것도 좋고요 고마워요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
기분이 안 좋아 보여요 없고요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
갈 만한 곳을 다녀왔어요 @ 가자마자 기분이 좋아졌어요 @ 가게 했는데 가 보라고 하세요 _@가려던 참이었는데 같이 산책해요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
격울에서 봄으로 계절이 바뀌는 기간에 사람들은 쉽게 피로를 느끼게 된다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr]
이러한 ( 0 ) 날씨의 변화에 몸이 적응을 하지 못했기 때문이다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
0에 들어갈 알맞은 말을 고르세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
춘곤증 문제의 해결법은 0 춘곤증이 나타나는 이유는 0 춘곤증을 예방하기 위해서는 0 춘곤증을 없앨 수 있는 방법은 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
춘곤증은 가을에 주로 나타나는 증상이다 요규칙적으로 적당히 운동하면 춘곤증을 예방할 수 있다 0 춘곤증은 병의 한 종류여서 증상이 생기면 병원에 가야 한다 0 수면 시간과 춘곤증은 특별한 관계가 없다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
%[6] 다음 글의 중심 내용으로 옳은 것을 고르세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그러나 아무것도 생활을 해 보거나 야외 활동이나 동호회 활동을 하면 재충전의 시간을 가질 수 있을 것이다 하지 않는 것보다 조금 더 적극적으로 자신의 문제를 해결해 보는 것이 좋다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
*「7~8 다음을 읽고 물음에 답하세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
과유불급이라는 말처럼 ( 0 ). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
에 들어갈 알맞은 말을 고르세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
어떤 일을 오래 하게 되면 잘할 수 있게 된다 0 어떤 일을 많이 해서 모자라지 않게 해야 한다 0 어떤 일의 정도가 심하면 모자람이 없는 상황보다 좋다 어떤 일의 정도가 지나친 것은 모자란 것보다 통지 않디 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
윗글의 중심 내용으로 옳은 것을 고르세요 0 스마트폰은 단점보다 장점이 더 많다 업 스마트폰을 지혜롭게 사용하는 것이 좋다 0 문제가 많은 스마트폰을 사용하지 않아야 한다 0 어린이들이 스마트폰 중독에 빠지면 고치기 어렵다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
나: 저는 병원에서 통역하는 일을 하고 심어요 가: 병원에서 통역을 하려면 의료 통역 자격증을 미리 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
나: 한국에서는 새해가 되면 나이가 한 살 많아지장아요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
선생님 덕분에 한국 문화를 잘 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
◦바람직한 의사소통 방법 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
)에 가장 알맞은 것을 고르시오 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
○ 운영했다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(3.5점 ○ 실시했다 ○ 추천했다 ○신청했다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(3.5점) 1 나빠지고 ○ 활발해지고 3 예민해지고 0 무뚝뚝해지고 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
택배를 보낼 때는 주소를 ( ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
원만히 2 간편히 10 특별히 4 정확히 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[5-71 다음 대화를 읽고 ( )에 가장 알맞은 것을 고르시오 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
나: 내일 ()다음 주에 도착할 거예요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
주문해야 2 주문하다기 3 주문하기 위해서 4 주문하는 대신어 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
나: 저는 통역사가 ( .) 한국어를 공부해요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
될 때 0 되냐고 해서 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
어제 바닥에 ()잘 안돼요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
○ 떨어뜨렸을 텐더 ○ 떨어뜨린 대신에 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
○ 떨어뜨린 데다가 @떨어뜨려서 그런지 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 다니엘 씨가 자기는 회사원이라고 했어요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
@ 라만 씨가 자기하고 같이 수영을 배우라고 했어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
어제 바닥에 (떨어뜨려서 그런지) 잘 안돼요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
11-131 다음 대화를 읽고 ( 에 가장 알맞은 것을 고르시오. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
( 어제 잘 쉬고 오겠다고 인사도 했어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(4 점) ① 출장을 갔거든요 ② 휴가를 갔잖아요 ③ 귀국을 했거든요 ② 취의하고 있잖아요 가: 이 책상은 너무 오래돼서 버려야겠어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
나: () 부러진 곳도 없어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(점) 고아칙 쓸만해요 요리어디 버렸어요 ③ 새로 사야 돼요 ④ 벌써 고장이 났어요 가. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
비가 와서 하는 건가요 114-16) 다음 글을 읽고 그에 맞는 것을 모두 고르시오. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(4점) 최근 도서 좋고 거래를 하는 사람들이 많아지고 있다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
( )을/를 하면 자신의 책을 팔 수 있고 깨끗한 책을 싸게 살 수도 있다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
하지만 책에다가 메모를 했거나 책이 더러워졌을 경우에는 다시 ( ) 책을 중고로 팔 계획이 있다면 처음 을 때부터 깨끗하게 봐야 한다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(점) 집을 구할 때는 확인해야 하는 것들이 있다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그리고 집안에 해가 잘 들어오는지, 고장 난 곳은 없는지 확인하고 주변에 지하철역이나 마트 같은 ( )도 찾아 봐야 한다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 구하는 것이다 판의 시설 * 구하는 것이다 6 부동산 소개소 26 살펴보는 것이다 ② 편의 시설 이 살펴보는 것이다 ② 부동산 소개소 16. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(4점) 춘곤종은 봄철에 특별한 병이 없어도 몸이 나른하고 들리거나 쉽게 ) 이러 한 춘곤증은 의학적으로 병이 아니며 보통 1~3주가 지나면 피곤함은 없어진다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
춘 곤증은 겨울에서 봄으로 바뀌는 ( )에 몸이 적응하지 못해서 생기는 현상이 다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
춘곤증을 이겨내기 위해서는 규칙적으로 운동을 하고 시간 이상 잠을 폭 자야 한다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
피로해지는 것이다 계절의 변화 ② 피로해지는 것이다 규칙적인 운동 ③ 이겨내는 현상이다 계절의 변화 ④ 이겨내는 현상이다 규칙적인 운동 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한국에서는 은행을 통해서 급여를 받는다 오 실제 급여와 입금되는 돈은 금액이 다르지 않다 3 월급에서 세금과 건강보험료를 제외하고 입금된다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
@ 급여가 많으면 세금과 건강보험료를 많이 내게 된다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
.0 강릉 단오제는 한국의 전통 축제이다 12 강릉 단오제는 한국을 대표하는 민속놀이다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
강릉 단오제는 최근에 제사를 지내지 않는다 4 강릉 단오제는 세계적으로 그 가치를 인정받았다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
최근에는 사회적 성공을 무엇보다 더 중요하게 생각한다 @ 정부는 일하는 시간을 최대 주당 52시간으로 결정했다 3 얼마 전까지 성공을 승진과 연봉으로 판단했다 @ '저녁이 있는 삶'을 살고 싶어하는 직장인이 증가하고 있다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[20] 다음 글을 읽고 부분이 의미하는 것이 무엇인지 고르시오. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
@ 요즘은 온라인 에서 먼저 모임이 만들어지고 실제 모임으로 연결해서 직접 만나기도 한다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한국에는 다양한 모임이 많이 있다 0 온라인에서 만든 동호회 모임이 실제 만남으로 연결된다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
동호회는 취미가 같은 사람들이 온라인으로 만나는 것이다 4 친하게 지내려고 같은 학교를 졸업한 사람들이 실제로 모인다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[1-3] 다음 글을 읽고 질문에 대답하시오 저는 지난주부터 요리 교실에 다니기 시작했습니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
이 사람은 가족들에게 무엇을 해 주려고 해요: 다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
근무 가능 시간: 월~금, 오후 1시~6시 3 자격증: 컴퓨터 자격증 희망 연봉: 3800만 원 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그런데 다행히 친구들이 많이 도와졌어요 •머리를 감느라고 전화를 못 받았다 .병원에 다녀오느라고 지난주 수업에 올 수 없었습니다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
.읽다 읽느라고 *살다 - 사느라고 .걷다 - 걷느라고 .다녀오다 -> 다녀오느라고 . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
보개와 같이 친구와 이야기해 보세요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
돈다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한국 생활 초기에한일 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
친구도 자주 굿 만나다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
'-느라고'를 이용해서 이야기해 보세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr]
환경 다행히 머리를 감다 앞만 보고 달리다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1과 한국 생활 적응 15 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
4단계 3단계 2단기 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
읽을수록 -을수록 . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
읽다 .짧다 ㅠ 짧을수록 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
사궐수록 #살다 - 살수록 -ㄹ수록 .사귀다 . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
발작 사랑하다- 해 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
챙겨 어리다 향상되( 수요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 가: 이거 더 끓일까요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다음 대화처럴 이야기해 보세요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
요즘 어떻게 지내세요7 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
털성적이다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
마음의 여유가 없다 시간이 지나다, 일도 익숙해지고 승진도 하다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
시간의 여유가 없다 사업이 커지다, 수익도 늘고 도와주시는 분들이 많이 생기다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
단어장 승진 긍정적이다 사업 수익 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1과 한국 생활 적응 17 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한국 생활 적응 김영욱(남): 와. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다, 라' 하던 게 엊그제 같은 데 벌써 4단계네요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 천여: 시간이 정말 빠르죠? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
처음에 제가 한국말 잘 못해서 우리도 손짓 발짓하면서 얘기했잖아 김영욱(남): 맞아요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 천여): 하하. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 천여: 네, 그런 거 같아요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 천여: 어느 날 어떤 선배 언니가 한국 생활 적응을 위해서는 언어가 제일 중요하다고, 절대로 만두지 말라고 하면서 '고진감래'라는 말을 해 줬어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
무슨 일이 있어도 사회통합프로 글 수업은 끝까지 들으라고요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
김영욱(남): 고진감래. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
라' 하다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
좋아졌습니까? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다르면 하세요 0 남편은 고천 씨가 한국어 공부를 시작한 때를 먼 옛날처럼 느끼고 있었다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
남편은 고천 씨와의 의사소통을 위해 중국어를 배우고 싶은 마음이 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
할 걸[할 껄 쓸수록(쓸쑤록 만날지[만날찌 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다음을 듣고 따라 읽으세요 1) 초급부터 공부를 열심히 할 걸 그랬어요 2) 이 제품은 쓸수록 더 마음에 드실 거예요 3) 언제 만날지 아직 정하지 않았어요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고천 씨는 "처음에는… ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
세계인의 날 |한국 생활 정착 수기 공모전 당선작 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
하지만 긴 겨울0 지나면 .. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1과 한국 생활 적용 19 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
기초 꽤 적성에 맞다 겁이나다 어쩌면 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
당연하다 다가서다 상황 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
시간의 순서대로 번호를 쓰세요 한국이주-한영번역 - 대학졸업 - 한국어공부 - 영어 학원 강의 (8) (5) (1) (4) (3 ) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
'모르면 어때? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1과한국생활적을 21 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
대표적인 예로 '사회통합프로그랩 '조기적응프로그램, '다문화가족 방문교육 서비스'가 있다 '사회통합프로 그램은 이민자가 한국에서 살아가는 데에 필요한 한국어 능력을 키워 주고 한국 사회에 대한 이해를 높여 준다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1제3차 총합평가 취소 및 교육 재개 일정 알림 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
귀회대상자 종합평가 신청 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
서울시 강남구 월급 150만원 4대보협 되직는 병 중식재는 선든 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
사회통합프> 평가신청 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
위기 심각 격상) . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
제1기 사회동합프로 그램 이민자 멘도단 선정 결과 공고 ㆍ ㆍ 사회동합프로그램 개강 및 중합평가 연기 알림 국제결혼 안내프로 그램 일시 중단 관련 추가 안내사항 공지 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
세지 취소 :강제주방등 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
균우지 금 여 시 (1,000년 북리우성 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[머리를 감다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[ 챙겨 먹다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
디어리다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[향상되다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[ 그립다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[수요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그답답하다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[마음을 먹다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[즐기다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
오해를받다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[기회를 잡다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1과 한국 생활 적응 23 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
주제: 올바른 한국어 사용과 그 어려움 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 말다 → 의도와 다르게 결국 ~해 버림 (후회·아쉬움) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
는 척하다 → 실제로는 아닌데 그런 것처럼 행동함 (가장) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
댕댕이 산책중 현타 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다시 네? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
사용자의 표 형식 거부를 인식하고 대안 구조 모색했다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
통-고 말다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
.가: 어젯밤에 축구 경기 보느라고 잠을 잘 못 잤어요 나: 저도 보려고 했는데 너무 피곤해서 잠이 들고 말았어요 .담배를 끊으려고 결심했지만 결국 다시 피우고 말았다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
잊고 말다 •잊다 . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
헷갈리다 -헷갈리고 말다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고 말다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
단어장 결심하다 거래처 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
청소할 때 .다이어트를 할 때 .중요한 시험이 있을 때 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
10과 언어생활 135 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[보기] 회의할 때 실수한 것이 있어요? :: Did you make any mistakes during the meeting? :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
의도하지 않았는데 일어난 일 이야기하기 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
[보기] 어제 청소를 하다가 부딪혀서 꽃병을 깨고 말았어요. :: Yesterday while cleaning, I bumped into something and ended up breaking the vase. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
청소할 때: 청소기를 돌리다가 발을 헛디뎌서 넘어지고 말았어요. :: While vacuuming, I lost my footing and ended up falling. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
다이어트를 할 때: 참으려고 했지만 결국 야식을 먹고 말았어요. :: I tried to hold back, but in the end I ended up eating a late-night snack. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
중요한 시험이 있을 때: 너무 긴장해서 아는 문제도 틀리고 말았어요. :: I was so nervous that I ended up getting even a question I knew wrong. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
동-고 말다 = 원하지 않았는데 결국 그 일이 일어남 → 후회·아쉬움·안타까움의 느낌. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
형태: 동사 어간 + -고 말다 (받침 무관). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
과거형은 -고 말았어요 / -고 말았다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
자주 어울리는 부사: 결국, 끝내, 그만 + -고 말다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
1동-고 말다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
아나이스:어제 면접 본다고 했는데 잘 봤어요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
제 이 슨: 아니요 면접관 질문을 잘못 이해해서 동문서답하고 말았어요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
.잊다 잊고 말다 • 헛갈리다 - 엇갈리고 말다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
어제 청소를 하다가 부뒷혀서 꽃병을 깨고 말았어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
.청소할 때 *다이어트를할 때 '중요한 시험이 있을 때 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
상황별 예시 답안 1 (청소할 때) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
상황별 예시 답안 2 (다이어트를 할 때) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
상황별 예시 답안 3 (중요한 시험이 있을 때) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
동-고 말다 = 원하지 않았는데 결국 그 일이 일어남 → 후회·아쉬움. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
형태: 동사 어간 + -고 말다, 과거형 -고 말았어요 / -고 말았다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
자주 어울리는 부사: 결국, 끝내, 그만. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ① 청소하다가 실수로 컵을 떨어뜨리고 말았어요. :: While cleaning, I accidentally dropped the cup. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
